学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202103549,ytubxc,24,女,18648079294,99,103,88,80,34,77,88,95,68,1,634
202103550,ojlrup,25,女,14932289124,9,89,49,19,83,31,45,41,77,43,477
202103551,rzpfuy,18,女,15816815314,12,95,64,128,46,0,18,62,100,57,570
202103552,kvruwo,21,女,18823821355,58,74,132,58,68,18,76,27,96,13,562
202103553,msksqv,23,男,15817116425,124,90,6,149,70,0,8,70,38,5,436
202103554,nbtyuj,21,男,13636126809,135,70,74,76,67,16,53,80,21,89,546
202103555,jojops,16,女,13561735212,21,115,64,106,8,48,14,2,90,49,496
202103556,nwbckd,26,女,13674454212,95,53,52,26,85,75,51,88,56,63,549
202103557,vhment,17,男,17587323184,10,99,75,144,32,81,99,26,29,55,640
202103558,kfgbkg,20,男,13121464016,140,126,76,103,65,33,89,65,29,31,617
202103559,ukesld,23,女,18932118611,99,5,4,80,99,16,38,2,15,81,340
202103560,rwtvxd,22,女,18040047432,90,103,60,114,10,100,50,13,16,32,498
202103561,tjkgae,17,男,17826635255,107,91,69,18,34,16,75,72,28,0,403
202103562,amzfpj,26,男,18787904888,92,77,136,95,71,68,68,97,63,56,731
202103563,zzttvs,21,女,14925127336,58,144,117,13,36,63,0,86,82,80,621
202103564,kasluo,23,女,18949535308,87,93,134,119,91,78,52,93,16,23,699
202103565,vzuttz,25,女,13048326390,129,109,122,141,40,44,65,88,76,61,746
202103566,aqmfsr,25,女,18136627380,20,37,33,30,19,55,89,68,16,88,435
202103567,ckveba,22,女,18040871095,125,52,19,112,13,91,55,24,56,27,449
202103568,epjwfy,18,男,18097523928,164,65,132,124,22,7,24,37,40,96,547
202103569,gxkszd,16,男,13640360145,17,68,1,56,90,11,44,71,33,90,464
202103570,szdrch,21,女,17330394877,92,9,41,21,15,51,57,58,30,31,313
202103571,yfsjmy,20,男,15821178494,52,97,133,65,22,80,98,71,74,38,678
202103572,fbjapv,24,男,13087818970,15,20,113,113,82,82,29,69,10,67,585
202103573,mxiucl,24,女,18886078478,134,67,117,149,23,48,30,51,88,11,584
202103574,nffnwf,26,男,13686642825,107,82,94,122,88,74,34,26,82,55,657
202103575,vqzglw,23,男,18895454024,125,41,55,70,53,47,40,18,91,78,493
202103576,tqsepi,22,女,18088544029,135,34,47,99,27,33,66,28,31,27,392
202103577,nqasfs,18,女,17856633117,157,73,79,90,83,88,63,16,64,34,590
202103578,onduxr,21,男,13627923713,12,56,129,50,93,5,39,19,99,56,546
202103579,ovrnst,26,女,18844376138,58,1,6,102,84,19,24,96,86,31,449
202103580,yrogmd,25,男,18978366817,66,102,67,80,37,12,16,76,67,6,463
202103581,gwmxym,16,男,18158838619,40,53,132,118,85,86,31,80,53,23,661
202103582,mpgaxq,19,女,17524970700,29,100,120,34,69,74,78,87,93,21,676
202103583,rutplz,19,男,18119076663,151,143,76,18,93,82,82,86,51,34,665
202103584,ahrkgx,22,男,18812553535,108,78,70,92,8,77,68,68,48,69,578
202103585,soolzr,26,男,13034389406,106,100,139,86,47,63,99,6,65,82,687
202103586,uouclm,22,男,13625256963,127,5,27,12,17,15,87,30,9,10,212
202103587,bxmzvm,18,男,18911399138,99,4,131,38,57,97,28,38,98,49,540
202103588,ztkvja,16,女,15847144011,125,0,76,115,30,88,22,10,18,41,400
202103589,bockmx,24,男,15962246803,3,131,16,85,4,59,89,64,39,47,534
202103590,eflyca,19,女,15975695062,149,75,110,102,57,30,41,26,60,20,521
202103591,uucpvv,23,女,13135090147,157,26,46,65,74,41,6,40,96,17,411
202103592,suaoai,21,男,18792367065,89,62,29,88,33,10,0,16,58,36,332
202103593,gsdgdm,16,女,15738834887,154,80,52,0,31,93,45,88,0,49,438
202103594,ggvotm,24,男,13555765872,54,145,70,60,26,1,57,59,55,75,548
202103595,eaylqo,25,男,18623448823,80,93,145,96,92,10,97,16,27,0,576
202103596,xjbesb,21,女,18944356739,48,8,90,61,28,18,53,44,17,73,392
202103597,ugylsa,19,女,18183319983,27,112,111,146,36,49,88,36,10,53,641
202103598,dxahgl,24,男,13351421790,114,139,21,127,2,44,80,94,23,100,630
202103599,ibevyq,20,男,18132600554,24,92,129,36,30,67,38,56,30,72,550
202103600,gobedb,16,男,15911709125,99,144,137,125,74,80,96,55,14,55,780
202103601,rkkztp,18,女,17844999655,112,138,140,41,36,23,81,33,71,83,646
202103602,oqomyj,25,男,15346240788,79,147,45,100,90,1,48,5,60,54,550
202103603,zfazxh,25,男,17336211978,8,1,106,137,54,76,36,25,33,2,470
202103604,qlcuuy,23,男,15920380495,130,22,148,150,12,18,52,85,56,63,606
202103605,bdmfjk,23,女,17767630687,13,27,124,71,83,14,59,35,29,36,478
202103606,wtbokd,20,女,13554192237,63,76,31,74,19,32,1,41,50,76,400
202103607,vjxmfz,25,女,15774926350,62,36,72,118,16,56,57,98,83,82,618
202103608,caneei,23,女,17793870274,96,21,146,21,67,57,92,13,12,12,441
202103609,zlhrpi,16,男,15842658222,150,13,58,134,61,24,67,100,71,92,620
202103610,uaztpj,21,女,18043391520,127,93,36,104,68,72,98,50,3,65,589
202103611,kwzojz,16,男,15925198784,31,31,42,43,98,72,67,85,18,14,470
202103612,hovgms,24,男,17334691481,23,40,100,12,38,4,94,62,43,31,424
202103613,bsgbkf,21,男,13393960404,138,37,11,113,77,44,2,63,61,30,438
202103614,mzwmrx,26,女,13678468397,152,148,35,11,27,0,83,38,64,36,442
202103615,rpmchg,26,女,18747074470,7,103,52,25,45,43,100,23,73,14,478
202103616,ibahug,22,男,13659227339,137,69,105,60,33,75,17,89,28,38,514
202103617,msqowx,22,男,13644287803,111,76,131,65,6,6,7,88,11,63,453
202103618,vkwqlg,23,男,17782645704,91,116,16,117,69,31,85,83,24,14,555
202103619,ikozjp,22,男,18636856129,98,50,37,4,55,12,26,96,66,46,392
202103620,docshg,19,女,13625523706,104,50,73,110,51,94,13,67,86,94,638
202103621,aalsuj,22,男,17524897705,15,73,38,51,29,91,20,28,32,90,452
202103622,meycxv,26,女,15393330694,95,23,88,63,81,53,20,18,44,3,393
202103623,efdjnh,26,男,18566983018,25,56,45,69,25,5,24,26,65,6,321
202103624,yqlfta,18,女,15346120649,71,1,127,87,98,27,27,75,56,92,590
202103625,hpswjf,16,男,13689364767,3,86,125,73,89,84,78,93,5,19,652
202103626,whmwxg,26,男,15917530493,23,77,20,74,55,25,22,0,20,30,323
202103627,ugacyg,22,女,15987779975,4,7,27,99,91,34,18,42,88,66,472
202103628,aumbih,23,男,17339716668,86,124,123,28,13,96,30,93,92,52,651
202103629,mmpibp,18,女,18787021563,166,89,19,38,8,70,24,98,1,86,433
202103630,lqhuno,20,女,18567226521,29,55,54,78,19,4,76,83,11,78,458
202103631,kjbzya,21,男,18844779252,141,57,15,92,78,22,32,68,79,31,474
202103632,yqlmhn,22,男,13593061680,19,27,66,96,71,39,55,35,78,27,494
202103633,poaqce,22,女,18529751534,55,83,2,73,44,76,36,21,92,60,487
202103634,ejycvr,22,男,17562702695,16,17,47,54,39,79,34,22,32,38,362
202103635,uesmfa,17,女,13143406822,68,109,47,3,62,93,5,29,61,94,503
202103636,uuvodk,18,男,13013597251,81,53,140,6,69,55,19,10,82,16,450
202103637,uwschn,22,男,17847078466,38,74,76,23,68,73,37,15,21,93,480
202103638,hfburi,16,女,13020259518,118,67,13,114,85,23,98,66,58,17,541
202103639,orbrmu,21,女,13590932543,93,109,68,106,17,23,73,49,63,63,571
202103640,wzcdkv,22,男,13592455057,20,84,150,148,59,49,59,45,61,10,665
202103641,oirrlg,24,男,13375125640,40,84,139,9,98,29,58,11,13,40,481
202103642,azlcgy,16,男,18956030006,48,39,141,8,53,87,47,56,90,32,553
202103643,yqdcqx,21,女,15815138498,132,10,68,140,24,82,76,12,92,36,540
202103644,ebeyel,23,女,17756121587,15,49,45,109,93,92,77,67,15,34,581
202103645,beoxnw,17,男,18556942480,78,133,2,10,64,57,58,75,29,93,521
202103646,hbeyfn,22,男,18576000758,86,11,83,96,38,100,71,34,24,57,514
202103647,brcroo,24,女,15870882472,104,77,63,150,26,89,53,74,29,80,641
202103648,nkhobv,24,男,13575209166,55,96,108,113,89,93,5,19,82,86,691
202103649,yimtxw,21,女,13576577097,90,120,9,86,64,77,35,62,62,4,519
202103650,tplgok,25,女,13172818578,100,105,126,142,99,43,32,76,38,0,661
202103651,tfbizz,23,女,15719506434,7,7,20,43,95,6,94,77,69,53,464
202103652,jzsdsu,24,女,18841009706,88,18,79,99,85,65,39,78,97,41,601
202103653,nbpenk,17,男,15334237790,86,141,14,119,51,14,67,34,58,20,518
202103654,epiqzu,21,女,18829914076,95,109,132,61,18,36,65,91,96,9,617
202103655,luicwz,16,男,15366624598,111,20,53,150,72,54,53,89,31,25,547
202103656,qythjv,16,女,13035365179,137,67,70,87,27,8,50,3,77,41,430
202103657,fnsblv,16,女,13018202107,75,119,89,14,84,92,38,71,3,66,576
202103658,dxtyvt,24,男,18610417517,130,3,34,147,71,53,62,63,64,54,551
202103659,xevyfl,26,女,13194354897,73,28,138,47,90,85,95,1,75,4,563
202103660,ojdiua,26,男,17773484170,144,94,122,54,5,69,0,22,19,76,461
202103661,xxhcye,17,男,18122178665,78,90,15,2,39,77,19,6,85,80,413
202103662,hplbtv,19,男,15387688137,115,38,138,114,73,30,90,56,8,69,616
202103663,anxnui,18,男,17853755763,126,76,112,15,37,9,38,55,98,10,450
202103664,ongysn,25,男,13397590358,129,86,103,31,29,92,33,18,20,90,502
202103665,vmcgfk,23,女,15996825563,107,20,130,14,89,22,67,9,81,51,483
202103666,aapxzo,19,女,17894985395,45,35,5,55,86,53,0,98,43,75,450
202103667,svmdas,16,女,13135356047,144,8,13,61,92,97,75,47,13,43,449
202103668,rdixcv,20,男,15721238421,52,79,15,74,56,20,52,49,99,40,484
202103669,jvfddl,16,男,18034886470,149,140,2,108,71,88,87,38,29,3,566
202103670,ukhkax,20,女,14954536715,116,57,94,60,21,14,53,52,3,83,437
202103671,wyflrq,20,女,13594821068,145,133,19,25,77,50,23,77,27,88,519
202103672,rstxvt,24,男,18716898289,73,140,97,68,71,56,74,63,55,36,660
202103673,tljvbb,24,男,17759300701,40,14,51,68,30,2,32,93,63,1,354
202103674,zdsrgn,17,女,18887087615,60,127,15,34,58,94,29,30,72,74,533
202103675,pzhhnn,25,男,18938172329,4,122,129,42,76,42,88,47,74,11,631
202103676,hnytjg,16,男,13055040845,42,79,150,58,49,26,100,66,19,99,646
202103677,cvvlzh,24,女,18895197326,117,55,65,146,52,58,47,50,21,18,512
202103678,fuwrgb,16,女,17372690777,71,22,76,62,54,14,70,92,7,65,462
202103679,ntrqus,21,男,13023163225,32,127,63,3,96,22,7,87,87,11,503
202103680,ntdoeq,21,女,14999945512,153,33,136,141,54,36,40,97,55,35,627
202103681,qcqino,18,男,15376253245,15,16,54,138,64,10,93,34,32,78,519
202103682,lpuytc,22,男,13395495077,109,116,133,136,62,7,43,74,67,49,687
202103683,uvjcls,17,男,18696324895,80,55,87,119,20,66,82,8,92,4,533
202103684,teiszf,24,女,17568901842,13,36,138,127,42,66,88,64,66,1,628
202103685,yocreq,17,男,18567241668,69,90,132,111,94,24,0,78,39,6,574
202103686,qrrfku,26,男,18044629055,50,108,50,87,18,94,29,96,20,82,584
202103687,lcdyli,21,女,15883404528,58,24,33,87,88,0,97,88,59,96,572
202103688,zvjeiv,21,女,13023600702,44,104,132,34,95,74,11,96,5,10,561
202103689,pdxnjm,19,女,14929641053,139,91,119,127,7,81,57,21,14,24,541
202103690,soomhr,19,男,18813341502,143,123,9,104,37,18,2,55,14,31,393
202103691,bzpjgw,19,女,13166527939,77,60,138,82,23,55,21,6,22,2,409
202103692,lppbyj,26,男,13066135213,157,71,95,76,94,36,2,62,74,72,582
202103693,gpcrwn,17,女,18688186125,22,52,28,103,10,57,99,57,67,2,475
202103694,vjdcrl,23,女,13677859264,39,97,14,1,85,7,67,44,79,74,468
202103695,yuehxf,16,女,18143544320,166,147,143,114,97,9,55,19,67,68,719
202103696,dossjw,23,女,13597123892,54,46,144,34,87,85,17,53,90,94,650
202103697,efbpgs,24,女,18156516003,137,22,76,69,83,62,45,40,85,29,511
202103698,xsnand,25,女,18626427441,68,63,102,129,18,78,9,65,81,86,631
202103699,amxmxs,23,男,13094115197,42,144,69,54,71,49,44,69,13,0,513
202103700,nwhovi,25,女,13337655333,9,110,10,37,20,26,8,12,30,25,278
202103701,soubgi,17,男,18124135748,121,97,55,56,77,71,91,90,41,77,655
202103702,ejcdou,26,女,13015803466,5,24,53,8,60,74,26,11,72,43,371
202103703,lrubti,17,男,15983151585,145,72,69,135,51,41,90,74,71,49,652
202103704,muqxuh,24,男,18638715462,18,30,119,110,49,10,76,90,38,12,534
202103705,waqikq,23,女,13358187130,109,144,54,61,27,86,56,100,11,75,614
202103706,qstimw,22,男,15961482312,150,76,71,93,18,50,65,29,10,55,467
202103707,xknunk,18,男,13688186940,152,107,123,93,84,73,0,9,5,12,506
202103708,jykkjw,17,男,17736264530,102,91,142,50,35,93,98,32,19,62,622
202103709,mpnlum,20,男,18755906748,113,6,145,23,94,44,55,35,51,17,470
202103710,dgcoig,26,女,18151817882,76,111,149,137,40,50,87,58,81,95,808
202103711,witoas,22,女,17747835254,52,143,75,6,77,30,85,72,42,57,587
202103712,pgjrmq,19,男,13628950328,36,56,119,143,68,37,5,42,94,60,624
202103713,ymkciv,23,男,18123697494,39,47,68,88,52,27,5,11,68,1,367
202103714,cgbsjj,16,女,15837462458,151,93,57,64,40,5,43,87,29,12,430
202103715,kpsqil,23,男,15765991983,8,97,135,130,69,24,28,68,20,78,649
202103716,acqurg,21,女,18667374230,64,94,103,142,71,44,20,47,2,11,534
202103717,zispki,21,女,15893735542,79,44,145,22,81,21,20,42,100,32,507
202103718,cwfznl,22,男,18821835262,125,82,103,70,71,7,18,18,19,47,435
202103719,uawmhx,20,女,17350274269,158,51,117,71,9,58,24,49,3,58,440
202103720,zakhfi,17,女,18972626228,130,119,45,88,2,21,39,53,74,24,465
202103721,zkqadx,18,男,13151234953,41,40,140,112,85,12,33,3,20,86,531
202103722,bjnfgn,26,女,17865717674,67,76,130,78,45,31,72,13,25,95,565
202103723,vtsoqc,18,女,18882569198,142,123,25,61,2,9,34,1,38,74,367
202103724,gomfkw,16,女,18148180997,51,96,134,13,97,52,45,37,11,22,507
202103725,jxtsrj,23,女,13581176476,90,144,125,111,45,20,70,4,29,79,627
202103726,mbhbyh,22,男,15966116794,50,12,48,31,2,19,46,13,34,36,241
202103727,riukrm,22,女,15945787280,17,15,29,112,12,10,33,64,89,85,449
202103728,vcxssi,25,女,15719032413,30,20,140,52,50,97,38,93,24,98,612
202103729,vpfzbz,21,男,18167530163,98,23,9,70,37,23,91,92,33,73,451
202103730,onpbco,16,男,15920831926,10,98,3,4,4,94,65,80,4,35,387
202103731,zgqvzm,24,男,13068380626,94,79,93,144,6,23,82,98,62,64,651
202103732,tguqoh,19,女,18759627067,46,1,57,20,87,0,81,40,1,34,321
202103733,bipcya,22,男,18091600631,130,50,49,56,86,19,34,52,96,72,514
202103734,dholof,20,女,17714892688,30,117,88,143,57,87,57,16,25,81,671
202103735,awvbaa,17,女,15827979319,10,28,144,71,85,66,10,41,56,71,572
202103736,iagtjd,22,男,18190177134,139,131,31,57,48,92,21,71,3,38,492
202103737,ztbagb,24,女,13129868891,152,81,113,11,59,49,35,96,20,73,537
202103738,waodve,26,女,17883522990,64,50,144,45,66,62,61,48,69,69,614
202103739,ksojvj,24,女,18597561522,140,79,139,131,18,30,21,36,18,54,526
202103740,ntvall,16,男,14944429583,100,57,44,96,25,81,13,87,32,59,494
202103741,ashumc,22,女,17866550693,108,41,140,103,52,92,1,97,77,37,640
202103742,muyyrd,16,女,13322118571,84,79,124,83,39,27,88,16,2,65,523
202103743,oqjlty,20,女,18818660482,146,103,24,43,67,15,21,6,57,81,417
202103744,kdbsgi,19,男,18078553275,155,103,101,132,8,14,37,10,1,71,477
202103745,lgmjnu,16,女,13140479997,44,83,18,127,20,63,5,77,5,60,458
202103746,lpgkkq,22,男,13623043970,23,57,138,27,31,91,47,83,67,59,600
202103747,ukjrny,26,男,13144657250,120,54,23,113,71,19,92,74,99,70,615
202103748,evfnrz,23,女,18981835565,44,0,61,150,34,43,83,64,52,53,540
202103749,dbeegf,24,女,18812829347,50,26,92,122,1,33,19,92,32,81,498
202103750,woyiqf,16,男,18114680470,40,85,54,61,36,51,78,50,7,6,428
202103751,sugtfr,23,男,18133183104,107,119,7,42,12,58,85,14,34,58,429
202103752,xmnhoo,16,男,13580702750,11,38,24,132,48,24,94,95,74,79,608
202103753,owvjtl,22,女,13594259934,23,113,66,92,10,7,57,18,55,79,497
202103754,mxhmlr,20,男,15892486926,78,80,118,135,53,88,93,55,54,58,734
202103755,vgkyzk,21,男,18098858181,49,15,134,138,52,39,68,63,100,13,622
202103756,yawayn,26,男,15710049935,46,16,64,0,93,34,76,2,19,44,348
202103757,oglevk,26,男,17519591138,61,51,61,81,13,15,13,66,39,93,432
202103758,xzexop,22,男,13590056612,55,122,3,37,51,23,53,69,85,76,519
202103759,kspiva,25,女,18528736820,81,96,139,137,95,10,79,61,72,59,748
202103760,eincil,25,女,15729515130,71,95,15,58,99,41,6,52,98,85,549
202103761,oxspfh,19,女,15711869643,155,78,52,102,25,63,67,77,90,72,626
202103762,snmdyi,16,女,18588490805,92,29,36,108,79,78,24,40,62,67,523
202103763,viocnl,16,男,15389508132,1,89,145,134,75,33,0,23,23,80,602
202103764,qhvoeo,19,女,18676237239,12,58,70,78,20,24,23,36,57,80,446
202103765,nijdqh,25,女,18184732037,164,60,82,12,42,75,31,27,67,45,441
202103766,qlhhwe,26,女,18741084535,11,122,98,57,98,81,44,53,2,74,629
202103767,aoxjhx,17,女,17379902480,78,35,29,32,76,41,77,86,19,51,446
202103768,smcslw,24,女,13552157350,29,22,71,139,97,57,96,57,4,97,640
202103769,lncrbe,21,男,13133077543,82,106,24,24,0,53,57,58,8,81,411
202103770,iyjibc,21,女,15826201489,85,104,129,124,46,5,93,69,48,22,640
202103771,zabdja,16,男,17721088272,150,115,14,13,29,13,73,89,25,48,419
202103772,zntdcr,25,女,17751661186,99,14,136,29,50,80,98,26,24,78,535
202103773,awvxee,21,男,18886023484,103,67,52,62,80,41,68,16,91,100,577
202103774,faickf,24,男,18853865025,105,119,73,95,15,98,28,15,36,73,552
202103775,fzfsre,17,女,18659783088,107,2,0,42,64,80,21,97,49,76,431
202103776,okdsba,21,女,14914234147,50,32,22,38,49,10,86,13,84,61,395
202103777,fkhybi,24,女,18718878057,131,128,10,71,18,44,73,30,56,23,453
202103778,prcdpr,23,男,13021043638,116,143,36,115,5,47,43,3,9,84,485
202103779,ngzqxr,17,男,15369797162,120,81,128,42,68,56,68,68,82,55,648
202103780,njhedd,25,男,15833145860,102,116,20,74,68,3,80,59,73,73,566
202103781,irdpyh,17,女,17568243746,68,115,126,111,39,0,92,80,65,18,646
202103782,xscgfl,21,女,17385490289,42,48,58,49,5,60,55,94,93,49,511
202103783,dwrtrw,20,女,13580146679,70,73,57,96,98,35,56,99,98,12,624
202103784,tkjfoc,22,女,17596911815,78,10,17,42,66,20,25,32,25,39,276
202103785,gmdzva,26,男,13621592671,152,90,106,83,28,57,72,79,93,44,652
202103786,rblufg,25,男,13026181139,115,76,5,38,30,51,17,90,0,68,375
202103787,iyuvib,25,女,18522194619,43,72,5,103,85,78,64,67,61,18,553
202103788,njlgkz,20,女,13517113013,158,133,18,149,12,22,24,96,52,83,589
202103789,zbfhsw,17,男,13193755176,152,80,137,8,79,42,69,35,49,71,570
202103790,nmtosp,20,女,18985399567,4,89,79,15,47,40,99,62,92,87,610
202103791,wdlpap,23,女,17743041512,68,42,17,77,68,49,3,18,78,43,395
202103792,hgbctn,17,女,18657029073,71,12,131,43,46,13,27,54,88,94,508
202103793,hgmdpy,24,女,18796212343,139,36,85,80,48,89,43,22,59,83,545
202103794,mjmbxb,16,女,13562541728,81,22,75,67,27,91,73,30,76,64,525
202103795,keezlf,21,女,15966684675,20,113,17,23,98,79,94,30,86,11,551
202103796,qoedyb,25,男,18681221349,145,139,81,84,22,3,33,12,35,92,501
202103797,vpesdo,18,女,13016458367,165,77,41,120,43,12,28,97,16,91,525
202103798,qbkmtw,21,男,17797543851,121,12,41,24,81,10,67,10,68,87,400
202103799,ynnueu,23,女,18959638343,53,79,149,147,57,83,47,16,71,11,660
202103800,fpqeds,25,女,15720493926,77,149,20,73,92,40,40,47,50,14,525
202103801,yvgofr,18,男,17383565335,120,22,143,26,98,1,28,47,92,6,463
202103802,xhxnqy,22,男,14975644262,10,43,45,22,27,31,40,18,60,47,333
202103803,bodjgn,20,女,13320632435,66,94,110,21,63,23,18,45,3,43,420
202103804,jpkmpt,20,男,18826231709,120,93,80,118,69,7,70,38,79,91,645
202103805,psphps,25,女,13559244475,154,85,84,107,99,58,87,81,94,61,756
202103806,svsjxu,19,女,13698754395,130,100,9,69,71,77,38,19,80,51,514
202103807,mgeonx,21,女,18788756850,103,126,54,52,65,25,59,91,82,38,592
202103808,ttvqzn,17,男,15771591785,87,35,127,126,99,74,77,63,16,66,683
202103809,cnpdrw,16,女,13194759507,8,115,73,141,52,74,91,68,83,68,765
202103810,hrjudr,25,女,17538946668,13,62,71,71,25,48,79,50,57,31,494
202103811,csgzpd,26,男,18989644412,57,129,22,18,20,42,97,76,22,18,444
202103812,mdeehx,16,男,17330836491,140,17,44,116,9,96,30,94,93,87,586
202103813,qytznw,16,女,18077976588,112,105,147,12,34,2,22,72,94,97,585
202103814,ifwhia,24,女,18858506247,131,134,2,121,50,54,15,36,1,88,501
202103815,wwuwvr,24,女,13382056057,63,76,61,149,99,52,53,75,54,16,635
202103816,gvascd,26,女,13073727131,14,135,108,29,42,74,24,88,70,66,636
202103817,fbosxn,16,男,15868749670,163,69,87,140,65,73,87,19,47,79,666
202103818,jffgcu,21,女,18666251209,152,136,57,139,41,44,61,57,37,53,625
202103819,dbmrma,24,男,14957050543,162,120,49,23,94,73,19,52,65,64,559
202103820,qctkcj,25,女,18077960819,23,11,52,14,69,74,18,34,79,87,438
202103821,tcuydb,18,女,18133077274,93,112,49,121,51,94,87,26,84,26,650
202103822,fzmugw,18,女,17331537145,84,114,26,1,13,100,72,35,38,58,457
202103823,nlekbn,25,男,18782798985,120,34,131,101,8,20,47,1,45,26,413
202103824,kbpxkm,17,女,17522198071,16,40,12,114,85,97,21,74,25,80,548
202103825,fgzpxe,26,男,18182087039,132,3,123,36,95,67,9,18,86,1,438
202103826,hdcpes,25,女,17374750733,117,49,135,27,83,27,35,23,29,30,438
202103827,rtyzoe,20,男,17364195021,39,31,82,94,82,63,61,91,63,88,655
202103828,qnsurn,22,男,18077728847,143,66,100,26,84,82,15,11,99,97,580
202103829,zkptzu,17,女,18662174979,120,114,26,51,54,95,52,8,61,87,548
202103830,xftova,25,男,15981544730,107,77,134,140,99,52,54,1,78,25,660
202103831,kfscdw,17,男,14931470546,166,126,142,35,47,75,29,48,87,39,628
202103832,egpglu,22,女,15394683371,138,136,42,10,23,75,84,36,42,91,539
202103833,etedrg,26,女,18995918432,125,105,71,34,73,51,75,29,81,98,617
202103834,gfsbgo,20,男,17775660127,72,18,41,14,36,37,18,1,9,96,270
202103835,twdpep,21,男,15994387721,115,126,53,20,7,66,54,97,41,84,548
202103836,ddvakq,20,男,14913787803,41,84,90,85,89,11,52,91,38,65,605
202103837,fzprbh,18,男,17759558617,90,143,68,60,33,31,19,72,12,28,466
202103838,atqahk,22,男,17786211140,59,53,80,92,25,80,26,92,43,13,504
202103839,wglwli,19,女,13670491465,59,149,130,121,12,10,66,34,13,18,553
202103840,jxjmqg,20,女,15865421237,158,107,17,128,37,34,62,100,81,40,606
202103841,bmnbvn,17,男,13063567787,14,127,101,26,7,8,98,48,32,32,479
202103842,qjngum,16,女,14925547035,74,110,141,103,23,78,32,22,46,79,634
202103843,xyvvul,19,女,15347162405,105,35,37,2,12,89,25,10,26,47,283
202103844,ubotgq,17,男,18957979403,64,36,50,105,30,10,0,34,83,69,417
202103845,zztkra,23,男,13189635121,127,34,0,87,70,96,30,27,75,26,445
202103846,mtcpuk,23,男,15984467879,83,69,37,91,20,58,68,92,57,58,550
202103847,slckgo,19,男,17568976444,137,8,84,99,33,89,19,27,70,50,479
202103848,ugjcfy,24,女,13116910922,33,144,57,10,28,43,78,16,55,86,517
202103849,nogqly,18,女,13046664650,123,72,79,32,16,78,16,25,91,97,506
202103850,cxzodm,18,女,18748482488,26,130,124,7,68,26,94,43,99,12,603
202103851,ztwngn,26,男,18957762947,68,146,118,20,66,99,96,91,81,17,734
202103852,usdctw,18,女,18199649007,63,49,98,141,40,88,86,80,43,58,683
202103853,xlggzh,21,男,18780089348,90,69,138,134,36,92,57,84,24,55,689
202103854,buvzrj,17,女,17321212026,99,37,30,121,65,29,65,29,77,97,550
202103855,lfazrz,19,女,13692729469,98,136,89,120,88,57,39,58,16,48,651
202103856,ubjeuc,26,男,17770564459,35,62,86,35,35,17,92,82,13,60,482
202103857,drhcyt,25,男,13590081895,127,74,98,88,42,45,22,81,47,57,554
202103858,mokvib,23,男,17855879733,158,66,135,121,97,65,13,20,49,7,573
202103859,benpjf,21,女,18736826325,6,132,123,135,18,24,97,56,98,14,697
202103860,aztdtv,26,男,18857337786,109,53,86,94,47,18,24,48,77,53,500
202103861,mkphaj,17,男,17894969894,87,86,39,49,89,12,78,34,9,70,466
202103862,gncndm,22,男,13327492552,103,131,28,92,80,53,29,6,88,61,568
202103863,gmyzyk,18,女,18612401047,31,62,12,6,13,99,0,34,33,7,266
202103864,yzjkbd,16,男,15931026538,152,148,60,72,95,52,98,15,82,95,717
202103865,tbmkln,20,女,18666186596,100,28,109,72,59,31,19,39,41,49,447
202103866,jhphcx,23,男,18172177101,1,22,63,25,23,73,15,36,4,35,296
202103867,bgdhrq,23,女,18759651355,73,104,61,65,94,66,18,94,25,58,585
202103868,fkczzg,18,男,18953899464,26,132,59,66,65,23,65,87,33,97,627
202103869,kyvzgl,26,男,17321176303,136,24,104,31,61,38,56,67,46,61,488
202103870,wfcxtb,25,男,15396955774,34,115,27,69,48,92,37,64,75,70,597
202103871,tcolst,23,男,18078843419,129,68,73,115,14,74,79,3,28,83,537
202103872,wwirkg,22,女,14911297796,48,39,96,129,65,36,83,90,44,18,600
202103873,cvgaks,25,男,13367042936,27,30,22,45,89,61,44,36,33,15,375
202103874,nghsli,26,男,18593707141,139,141,62,52,99,71,11,28,12,34,510
202103875,wddklz,21,女,18043831360,31,59,144,6,21,47,19,21,7,84,408
202103876,rkgtsr,25,女,18635998027,38,111,115,87,53,27,41,19,63,68,584
202103877,xzbmze,20,男,13115291660,9,65,82,68,51,78,4,34,38,90,510
202103878,lntcqm,17,女,13699663408,78,96,26,124,48,19,55,75,51,88,582
202103879,welhie,20,男,13073716107,36,76,39,13,59,27,45,59,70,59,447
202103880,cbdeuk,23,男,18596025371,109,84,128,6,80,13,72,96,61,91,631
202103881,tvkjbk,19,女,15933311688,156,147,29,139,45,81,9,85,16,50,601
202103882,xrtopl,19,男,13611257577,2,10,137,101,44,72,13,26,34,31,468
202103883,cwolla,21,女,13635129273,55,72,66,94,94,47,99,11,90,45,618
202103884,jhksss,25,女,15962527309,109,6,44,62,95,30,64,100,65,12,478
202103885,drklqp,19,女,17758773696,119,2,115,46,50,42,51,65,52,43,466
202103886,iznkzd,19,男,13088110255,14,9,119,36,75,74,50,96,47,37,543
202103887,hpqnyy,17,男,15942430930,51,105,58,81,76,15,45,52,41,63,536
202103888,vncimc,26,女,14934307528,86,99,1,100,56,58,80,63,22,17,496
